0,-0.0298371076678585617798967024,2020-03-07T12:46:00+00:00
1,-0.0298655849836952199156923566,2020-03-07T12:47:00+00:00
2,-0.0296809103206811490411394923,2020-03-07T12:48:00+00:00
3,-0.0300946171583048421722191302,2020-03-07T12:49:00+00:00
4,-0.0296281566911910916683237224,2020-03-07T12:50:00+00:00
5,-0.0292632499701801121227784184,2020-03-07T12:51:00+00:00
6,-0.0292597598791444700644032758,2020-03-07T12:52:00+00:00
7,-0.0293076708951365968107527737,2020-03-07T12:53:00+00:00
8,-0.0295883873533505667130642275,2020-03-07T12:54:00+00:00
9,-0.0292037507946598855689764781,2020-03-07T12:55:00+00:00
10,-0.0294386397044217551944698264,2020-03-07T12:56:00+00:00
11,-0.0294818817546090273363000636,2020-03-07T12:57:00+00:00
12,-0.0295613477431659249841068023,2020-03-07T12:58:00+00:00
13,-0.0295672217144219687636609307,2020-03-07T12:59:00+00:00
14,-0.0294667355947031455044339285,2020-03-07T01:00:00+00:00
15,-0.029524112685023078147381824,2020-03-07T01:01:00+00:00
16,-0.0295078050334501433577572475,2020-03-07T01:02:00+00:00
17,-0.0308823529411764705882352941,2020-03-07T01:03:00+00:00
18,-0.0295803806035512381559041325,2020-03-07T01:04:00+00:00
19,-0.029681274900398406374501992,2020-03-07T01:05:00+00:00
20,-0.0297597705270706346360702761,2020-03-07T01:06:00+00:00
21,-0.029661523741179284774548499,2020-03-07T01:07:00+00:00
22,-0.0296745373324824505424377792,2020-03-07T01:08:00+00:00
23,-0.0301643519439691193441840105,2020-03-07T01:09:00+00:00
24,-0.0298180660058123332935228313,2020-03-07T01:10:00+00:00
25,-0.030053011279843756227828929,2020-03-07T01:11:00+00:00
26,-0.0300275152530206962555329585,2020-03-07T01:12:00+00:00
27,-0.0299346301020408163265306122,2020-03-07T01:13:00+00:00
28,-0.0299952198852772466539196941,2020-03-07T01:14:00+00:00
29,-0.029958965778255846380622286,2020-03-07T01:15:00+00:00
30,-0.0298668155355291490549485605,2020-03-07T01:16:00+00:00
31,-0.0299174278989987634129801747,2020-03-07T01:17:00+00:00
32,-0.0300043889398715237601244863,2020-03-07T01:18:00+00:00
33,-0.0301363310212867734991628797,2020-03-07T01:19:00+00:00
34,-0.0301763605239062064572634261,2020-03-07T01:20:00+00:00
35,-0.0300727952583634989458610128,2020-03-07T01:21:00+00:00
36,-0.0299398813552573953895767807,2020-03-07T01:22:00+00:00
37,-0.0302161710259166368087901588,2020-03-07T01:23:00+00:00
38,-0.0301847722204523733673144313,2020-03-07T01:24:00+00:00
39,-0.0302173739947448045226530775,2020-03-07T01:25:00+00:00
40,-0.0303488325842249711626426952,2020-03-07T01:26:00+00:00
41,-0.0302415343599538418686084915,2020-03-07T01:27:00+00:00
42,-0.0300386438787299310784430899,2020-03-07T01:28:00+00:00
43,-0.0301653715879657302251444511,2020-03-07T01:29:00+00:00
44,-0.0301834130781499202551834131,2020-03-07T01:30:00+00:00
45,-0.029679272379128769746290091,2020-03-07T01:31:00+00:00
46,-0.0299186213499281953087601723,2020-03-07T01:32:00+00:00
47,-0.0297550288787094204341764589,2020-03-07T01:33:00+00:00
48,-0.0297794410382992276455131778,2020-03-07T01:34:00+00:00
49,-0.0294854960009549958218932792,2020-03-07T01:35:00+00:00
50,-0.0296564627204331037777158553,2020-03-07T01:36:00+00:00
51,-0.0296166553879224553162692568,2020-03-07T01:37:00+00:00
52,-0.0295372105074341292302786304,2020-03-07T01:38:00+00:00
53,-0.0297400733535321320363578377,2020-03-07T01:39:00+00:00
54,-0.0296556122448979591836734694,2020-03-07T01:40:00+00:00
55,-0.0299613530419538627036933742,2020-03-07T01:41:00+00:00
56,-0.0299721004384216819449980072,2020-03-07T01:42:00+00:00
57,-0.0299558419859171738870986991,2020-03-07T01:43:00+00:00
58,-0.0302813543156890796375774917,2020-03-07T01:44:00+00:00
59,-0.0305319233521507513715512443,2020-03-07T01:45:00+00:00
60,-0.0300500834724540901502504174,2020-03-07T01:46:00+00:00
61,-0.0301741273753677347539158782,2020-03-07T01:47:00+00:00
62,-0.0305501412148454592465889654,2020-03-07T01:48:00+00:00
63,-0.0304524131350878587898544963,2020-03-07T01:49:00+00:00
64,-0.0302536375924306273356126262,2020-03-07T01:50:00+00:00
65,-0.029930837109468161221082757,2020-03-07T01:51:00+00:00
66,-0.0299527271282723553013149009,2020-03-07T01:52:00+00:00
67,-0.0300214438884917798427448177,2020-03-07T01:53:00+00:00
68,-0.0300671247567224053699805378,2020-03-07T01:54:00+00:00
69,-0.0301405766023350011913271384,2020-03-07T01:55:00+00:00
70,-0.0300889171165449348999682439,2020-03-07T01:56:00+00:00
71,-0.030069513406156901688182721,2020-03-07T01:57:00+00:00
72,-0.0301573426573426573426573427,2020-03-07T01:58:00+00:00
73,-0.0300103346847921138405278639,2020-03-07T01:59:00+00:00
74,-0.0302933927009620736264610002,2020-03-07T02:00:00+00:00
75,-0.0304907098618389709385421629,2020-03-07T02:01:00+00:00
76,-0.030524352002540388203072282,2020-03-07T02:02:00+00:00
77,-0.0305073987384456698536120919,2020-03-07T02:03:00+00:00
78,-0.0302513678534612639758940607,2020-03-07T02:04:00+00:00
79,-0.0305107580140270238142409954,2020-03-07T02:05:00+00:00
80,-0.0304457993507007680734816692,2020-03-07T02:06:00+00:00
81,-0.030203467658934367825191988,2020-03-07T02:07:00+00:00
82,-0.030203467658934367825191988,2020-03-07T02:08:00+00:00
83,-0.029950083194675540765391015,2020-03-07T02:09:00+00:00
84,-0.0294618461172929948916960361,2020-03-07T02:10:00+00:00
85,-0.0298666877645476482455793346,2020-03-07T02:11:00+00:00
86,-0.0298655063291139240506329114,2020-03-07T02:12:00+00:00
87,-0.0299521871418974987157703402,2020-03-07T02:13:00+00:00
88,-0.0298312853135248330633371528,2020-03-07T02:14:00+00:00
89,-0.0297487357774968394437420986,2020-03-07T02:15:00+00:00
90,-0.029972321075523922499011467,2020-03-07T02:16:00+00:00
91,-0.0294804321158640338728186459,2020-03-07T02:17:00+00:00
92,-0.0289791873141724479682854311,2020-03-07T02:18:00+00:00
93,-0.0288579696357077734173702779,2020-03-07T02:19:00+00:00
94,-0.0290612503464386110781169577,2020-03-07T02:20:00+00:00
95,-0.0289550819931870395310148142,2020-03-07T02:21:00+00:00
96,-0.0284014280047600158667195557,2020-03-07T02:22:00+00:00
97,-0.028544205804120846401206876,2020-03-07T02:23:00+00:00
98,-0.028548739328965654159221759,2020-03-07T02:24:00+00:00
99,-0.0287506949408307521245333969,2020-03-07T02:25:00+00:00
100,-0.0287155453173405353880371753,2020-03-07T02:26:00+00:00
101,-0.0290378962421546039564630174,2020-03-07T02:27:00+00:00
102,-0.0291173432906967506157146262,2020-03-07T02:28:00+00:00
103,-0.029398911445711334472210083,2020-03-07T02:29:00+00:00
104,-0.0291555626267849329780040571,2020-03-07T02:30:00+00:00
105,-0.0288247455470737913486005089,2020-03-07T02:31:00+00:00
106,-0.028897368630256777168296367,2020-03-07T02:32:00+00:00
107,-0.0288144350383530066372560709,2020-03-07T02:33:00+00:00
108,-0.0288144350383530066372560709,2020-03-07T02:34:00+00:00
109,-0.0290760112962889304323614812,2020-03-07T02:35:00+00:00
110,-0.0291238959178801623299116734,2020-03-07T02:36:00+00:00
111,-0.0290149253731343283582089552,2020-03-07T02:37:00+00:00
112,-0.0290605095541401273885350318,2020-03-07T02:38:00+00:00
113,-0.0289566843005449266138976174,2020-03-07T02:39:00+00:00
114,-0.0293181637361763067865383085,2020-03-07T02:40:00+00:00
115,-0.0294901898356349743304015601,2020-03-07T02:41:00+00:00
116,-0.0293356685109262428850057716,2020-03-07T02:42:00+00:00
117,-0.0297230622314181123667038039,2020-03-07T02:43:00+00:00
